title,link,source,snippet,date,absolute_date
Heavily indebted Brazilian airline Gol files for bankruptcy in US,https://www.reuters.com/business/aerospace-defense/brazil-carrier-gol-files-chapter-11-bankruptcy-protection-2024-01-25/,Reuters,"Brazilian airline Gol on Thursday said it is filing for Chapter 11 bankruptcy protection in the United States, the latest in a series of debt restructurings...","Jan 25, 2024",2024-01-25
Brazil intercepts illegal flight over Indigenous land invaded by gold miners,https://www.reuters.com/sustainability/land-use-biodiversity/brazil-intercepts-illegal-flight-over-indigenous-land-invaded-by-gold-miners-2024-01-30/,Reuters,The Brazilian Air Force said on Tuesday it fired warning shots at a plane and forced it to land for violating a no-fly ban over the Yanomami Indigenous...,"Jan 30, 2024",2024-01-30
Brazil's military reinforces border with Venezuela and Guyana due to Esequibo,https://www.reuters.com/world/americas/brazils-military-reinforces-border-with-venezuela-guyana-due-esequibo-2024-02-02/,Reuters,A convoy of military trucks and armored vehicles set off for Brazil's northern border on Friday to reinforce the presence of the Brazilian army in response...,"Feb 3, 2024",2024-02-03
"Brazil spy agency under Bolsonaro allegedly snooped on justices, politicians",https://www.reuters.com/world/americas/brazil-police-launch-raids-over-illegal-spying-during-bolsonaro-years-2024-01-25/,Reuters,"BRASILIA, Jan 25 (Reuters) - Brazil's Abin spy agency allegedly conducted illegal surveillance on at least three Supreme Court Justices and a former Lower...","Jan 25, 2024",2024-01-25
Brazil prosecutors push to unwind $3 billion paper deal over foreign land ownership,https://www.reuters.com/world/americas/brazil-prosecutors-push-unwind-3-bln-paper-deal-over-foreign-land-ownership-2024-02-09/,Reuters,"SAO PAULO, Feb 7 (Reuters) - Brazilian federal prosecutors are asking a judge to unwind a 2017 deal handing control of pulp and paper company Eldorado from...","Feb 9, 2024",2024-02-09
"Raizen, China's BYD to build EV charging station network in Brazil",https://www.reuters.com/business/autos-transportation/raizen-chinas-byd-build-ev-charging-station-network-brazil-2024-02-02/,Reuters,Sugar and ethanol firm Raizen and Chinese automaker BYD are joining forces to create a network of 600 charging stations for electric vehicles (EVs) in eight...,"Feb 2, 2024",2024-02-02
Brazil candidate for Interpol says time for a head from developing nation,https://www.reuters.com/world/brazils-candidate-head-interpol-says-time-non-western-leader-2024-02-05/,Reuters,"BRASILIA, Feb 5 (Reuters) - Interpol should elect a new head from a developing nation to diversify the organisation and boost its credibility as crime...","Feb 5, 2024",2024-02-05
"Brazil orders Vale, BHP and Samarco to pay $9.7 bln in damages for dam disaster",https://www.reuters.com/business/brazils-justice-sentences-vale-bhp-samarco-pay-97-bln-damage-repair-2024-01-25/,Reuters,A Brazilian federal judge ruled that miners Vale and BHP and their joint venture Samarco must pay 47.6 billion reais ($9.67 billion) in damages for a 2015...,"Jan 26, 2024",2024-01-26
Brazil's central govt deficit soars in 2023 to 2nd-largest ever,https://www.reuters.com/world/americas/brazils-central-govt-deficit-soars-2023-marking-second-largest-ever-recorded-2024-01-29/,Reuters,"BRASILIA, Jan 29 (Reuters) - Brazil's central government primary budget deficit reached 230.5 billion reais ($47 billion) in 2023, Treasury data showed on...","Jan 29, 2024",2024-01-29
"Brazil fashion companies Arezzo, Soma to merge, faced increasing competition",https://www.reuters.com/markets/deals/brazil-fashion-companies-arezzo-soma-agree-merger-2024-02-05/,Reuters,Brazilian fashion companies Arezzo&Co and Grupo Soma said on Monday they had agreed to a merger to create a entity which will be 54% controlled by Arezzo.,"Feb 5, 2024",2024-02-05
Brazilian airline Gol probes rival's effort to poach aircraft,https://www.reuters.com/business/aerospace-defense/brazilian-airline-gol-probes-rivals-effort-poach-aircraft-2024-02-12/,Reuters,Bankrupt Brazilian airline Gol on Monday received a U.S. court's permission to probe rival LATAM Airlines' alleged effort to poach Gol's Boeing 737...,"Feb 12, 2024",2024-02-12
Analysis: Why the next two years will make or break battle to rescue tropical forests,https://www.reuters.com/sustainability/land-use-biodiversity/analysis-why-next-two-years-will-make-or-break-battle-rescue-tropical-forests-2024-02-06/,Reuters,"Summary. Deforestation in the Cerrado, Brazil's agricultural heartland, increased by 43% in 2022 despite falling in Amazon; President Lula da Silva in drive...","Feb 6, 2024",2024-02-06
Brazil prosecutors seek annulment of contract for Belo Sun gold mine,https://www.reuters.com/sustainability/land-use-biodiversity/brazil-prosecutors-seek-annulment-contract-belo-sun-gold-mine-2024-02-06/,Reuters,"BRASILIA, Feb 6 (Reuters) - Brazilian federal prosecutors asked a judge to annul a contract between Canadian miner Belo Sun and Brazil's land rights agency...","Feb 6, 2024",2024-02-06
Amazon Fund for rainforest received $640 million in new pledges in 2023,https://www.reuters.com/sustainability/climate-energy/amazon-fund-rainforest-received-640-mln-new-pledges-2023-2024-02-01/,Reuters,"Brazil's Amazon Fund for sustainable rainforest development received $640 million in new pledged donations from developed nations last year,...","Feb 1, 2024",2024-02-01
Dengue spreads fast in Brazil prompting emergency health measures,https://www.reuters.com/business/healthcare-pharmaceuticals/dengue-spreads-fast-brazil-prompting-emergency-health-measures-2024-02-07/,Reuters,"Dengue fever has surged in Brazil's hot rainy season, forcing health authorities to take emergency measures and start mass vaccination against the...","Feb 8, 2024",2024-02-08
Brazil's Embraer reports 2023 aircraft deliveries slightly below guidance,https://www.reuters.com/business/aerospace-defense/brazils-embraer-delivers-75-aircraft-q4-2024-01-30/,Reuters,"Brazilian planemaker Embraer reported on Tuesday deliveries of 75 jets in the fourth quarter, making both its executive and commercial jets slightly miss...","Jan 30, 2024",2024-01-30
Brazil renewable energy to get bigger subsidy on 2024 electric bills -regulator,https://www.reuters.com/business/energy/brazil-renewable-energy-get-bigger-subsidy-2024-electric-bills-regulator-2024-02-09/,Reuters,"SAO PAULO, Feb 9 (Reuters) - The subsidy for renewable energy sources in Brazil will surpass that of the fossil fuel bill for thermoelectric plants by 2024,...","Feb 9, 2024",2024-02-09
"Brazil sees 2024 public debt growth of up to 13.5%, eyes increased external issuance",https://www.reuters.com/world/americas/brazil-sees-public-debt-growth-up-135-2024-advances-debt-lengthening-2024-01-30/,Reuters,"BRASILIA, Jan 30 (Reuters) - Brazil expects its public debt to surge by as much as 13.5% in 2024 and aims to progress in its lengthening while projecting a...","Jan 30, 2024",2024-01-30
Gol airline receives court approval to borrow $350 million in bankruptcy,https://www.reuters.com/business/aerospace-defense/brazils-gol-says-debt-hit-41-bln-end-2023-2024-01-29/,Reuters,"A U.S. bankruptcy judge on Monday allowed Brazilian airline Gol to borrow the first $350 million of its proposed bankruptcy financing, which a company...","Jan 29, 2024",2024-01-29
South America dengue spike prompts vaccination drive as bug spray runs out,https://www.reuters.com/world/americas/south-america-dengue-spike-prompts-vaccination-drive-bug-spray-runs-out-2024-01-25/,Reuters,"South America is seeing a surge in cases of the mosquito-borne disease dengue during the southern hemisphere summer, prompting Brazil to roll out a novel...","Jan 25, 2024",2024-01-25
Brazil intelligence agency's second-in-command fired in illegal spying probe,https://www.reuters.com/world/americas/brazil-intelligence-agencys-second-in-command-fired-illegal-spying-probe-2024-01-31/,Reuters,Brazil's president fired a top official from the country's intelligence agency on Tuesday amid a probe into suspected illegal spying during the presidency...,"Jan 31, 2024",2024-01-31
Brazil beefs up its military presence in the Amazon,https://www.reuters.com/world/americas/brazil-beefs-up-its-military-presence-amazon-2024-02-12/,Reuters,Border tensions over Guyana's Esequibo and the humanitarian crisis among the Yanomami Indigenous people have led Brazil's army to increase its forces in the...,"Feb 12, 2024",2024-02-12
Brazil creates 1.484 mln jobs in 2023 after worse-than-expected December,https://www.reuters.com/world/americas/brazil-creates-1484-mln-jobs-2023-after-worse-than-expected-december-2024-01-30/,Reuters,"Brazil ended 2023 with a net creation of 1.484 million jobs, said the Labor Ministry on Tuesday, a result that followed disappointing figures from December.","Jan 30, 2024",2024-01-30
"EssilorLuxottica revenue up 7.1% in Q4 driven by China, Brazil",https://www.reuters.com/business/retail-consumer/essilorluxottica-revenue-up-71-q4-driven-by-china-brazil-2024-02-14/,Reuters,"Revenue at eyewear maker EssilorLuxottica rose 7.1% at constant exchange rates in the last quarter of 2023 boosted by China and Brazil, reaching 6.25...","Feb 14, 2024",2024-02-14
Brazil's Natura mulls new listing for Avon's business outside Latin America,https://www.reuters.com/business/brazils-natura-mulls-splitting-natura-latam-avon-into-separate-listings-2024-02-06/,Reuters,"Brazilian cosmetics maker Natura &Co said on Monday its board authorised management to study splitting its Avon brand outside Latin America,...","Feb 5, 2024",2024-02-05
Brazil prioritizes streamlining access to green funds in G20 presidency,https://www.reuters.com/sustainability/sustainable-finance-reporting/brazil-prioritizes-streamlining-access-green-funds-g20-presidency-2024-02-06/,Reuters,"BRASILIA, Feb 6 (Reuters) - Brazil deems easing access to major green funds as a critical action and a top priority for the country during its presidency of...","Feb 6, 2024",2024-02-06
"Meeting between Brazil's govt, airlines, Petrobras called off",https://www.reuters.com/business/aerospace-defense/meeting-between-brazils-govt-airlines-petrobras-called-off-2024-02-01/,Reuters,"A meeting that was scheduled to happen between Brazil's government, local airlines and state-run oil firm Petrobras on Thursday has been canceled,...","Feb 1, 2024",2024-02-01
Mercedes-Benz moves into truck rental market in Brazil,https://www.reuters.com/business/autos-transportation/mercedes-benz-moves-into-truck-rental-market-brazil-2024-02-06/,Reuters,"Daimler Truck said on Tuesday it will launch its first truck rental business in Brazil, where the vehicle leasing market is expanding.","Feb 6, 2024",2024-02-06
Sigma Lithium plans to invest $100 mln on new Brazil plant,https://www.reuters.com/markets/commodities/sigma-lithium-plans-invest-100-mln-new-brazil-plant-2024-02-12/,Reuters,"Sigma Lithium , a leader in Brazil's budding lithium sector, said on Monday it planned to invest 492.4 million reais ($99.4 million) on a previously...","Feb 12, 2024",2024-02-12
Brazil's Itau Unibanco sees loan book growth picking up in 2024,https://www.reuters.com/business/finance/brazils-itau-unibanco-reports-4-growth-fourth-quarter-profit-2024-02-05/,Reuters,"Brazil's largest private lender, Itau Unibanco , on Monday said it expects to accelerate lending this year, while net interest income growth should slow...","Feb 5, 2024",2024-02-05
Brazil's Petrobras oil and gas output rises 3.7% in 2023,https://www.reuters.com/markets/commodities/brazils-petrobras-produces-278-mln-boed-oil-gas-2023-2024-01-26/,Reuters,"Brazilian state-run oil company Petrobras' output rose last year to 2.78 million barrels of oil equivalent per day (boepd), up 3.7% from 2022, according to...","Jan 26, 2024",2024-01-26
Brazil's Gol does not foresee layoffs related to Chapter 11 process,https://www.reuters.com/business/aerospace-defense/brazils-gol-does-not-foresee-layoffs-related-chapter-11-process-2024-01-26/,Reuters,"Brazilian airline Gol does not expect its Chapter 11 proceedings to trigger job cuts, its chief executive said on Friday, reiterating that the carrier's...","Jan 26, 2024",2024-01-26
Brazil marks anniversary of Jan. 8 attack on democracy,https://www.reuters.com/world/americas/brazil-mark-anniversary-january-8-attack-democracy-2024-01-08/,Reuters,"BRASILIA, Jan 8 (Reuters) - Brazilian authorities celebrated their country's democratic system on Monday, a year after a right-wing crowd invaded and...","Jan 8, 2024",2024-01-08
Shares in Brazil's Gol tank on report of potential US bankruptcy filing,https://www.reuters.com/business/aerospace-defense/brazils-gol-considering-chapter-11-bankruptcy-report-says-2024-01-15/,Reuters,Shares in Brazilian airline Gol tumbled on Monday after local newspaper Folha de S.Paulo reported that the company was considering filing for Chapter 11...,"Jan 15, 2024",2024-01-15
Deforestation in Brazil's Amazon down by 50% to five-year low in 2023,https://www.reuters.com/world/americas/deforestation-brazils-amazon-down-by-50-five-year-low-2023-2024-01-12/,Reuters,"SAO PAULO, Jan 12 (Reuters) - Deforestation in Brazil's Amazon rainforest in 2023 halved from the previous year to its lowest level since 2018,...","Jan 12, 2024",2024-01-12
"In Brazil, drones take flight in Rio in high-tech reforestation push",https://www.reuters.com/world/americas/brazil-drones-take-flight-rio-high-tech-reforestation-push-2024-01-12/,Reuters,"Brazil's seaside city of Rio de Janeiro, famed for its crowded beaches and lush surrounding hills, is sending drones buzzing into the air to disperse seeds,...","Jan 12, 2024",2024-01-12
"Brazil backs Beijing's 'One China policy,' foreign minister Wang Yi says",https://www.reuters.com/world/brazil-backs-beijings-one-china-policy-foreign-minister-wang-yi-says-2024-01-19/,Reuters,"BRASILIA, Jan 19 (Reuters) - Chinese Foreign Minister Wang Yi on Friday welcomed Brazil's recent support for Beijing's ""One China policy"" that states Taiwan...","Jan 19, 2024",2024-01-19
"Brazil's Bolsonaro's vaccination records are false, authorities say",https://www.reuters.com/world/americas/brazils-bolsonaros-vaccination-records-are-false-authorities-say-2024-01-19/,Reuters,"BRASILIA, Jan 18 (Reuters) - The vaccination records of Brazil's former president Jair Bolsonaro are false, the country's comptroller general's office said...","Jan 18, 2024",2024-01-18
"Brazil's Gol: aviation sector must assess quality issues, seek to mitigate risks",https://www.reuters.com/business/aerospace-defense/brazils-gol-aviation-sector-must-assess-quality-issues-seek-mitigate-risks-2024-01-11/,Reuters,Brazilian airline Gol believes that quality issues across the aviation industry must be assessed and mitigation plans put in place so risks can be minimized...,"Jan 11, 2024",2024-01-11
Gold miners bring fresh wave of suffering to Brazil's Yanomami,https://www.reuters.com/world/americas/gold-miners-bring-fresh-wave-suffering-brazils-yanomami-2024-01-18/,Reuters,"Brazil is losing the upper hand in its battle to save the Yanomami Indigenous people, who are dying from flu, malaria and malnutrition brought into their...","Jan 18, 2024",2024-01-18
"Brazil to share intel, technology with Amazon nations at Manaus police hub",https://www.reuters.com/world/americas/brazil-share-intel-technology-with-amazon-nations-manaus-police-hub-2024-01-22/,Reuters,"Brazil is moving ahead with the creation of an international security center in Manaus that will bring together Amazon nations in policing the rainforest,...","Jan 22, 2024",2024-01-22
Heavy Rio de Janeiro rains kill at least 11 people,https://www.reuters.com/world/americas/heavy-rio-de-janeiro-rains-kill-least-11-people-2024-01-14/,Reuters,"Heavy rains that buffeted Brazil's Rio de Janeiro state this weekend have killed at least 11 people, according to the state fire service.","Jan 15, 2024",2024-01-15
"Brazil's Lula, Japan's Kishida discuss potential Mercosur trade deal",https://www.reuters.com/world/lula-kishida-discuss-potential-japan-mercosur-trade-deal-2024-01-10/,Reuters,"BRASILIA, Jan 10 (Reuters) - Brazil President Luiz Inacio Lula da Silva on Wednesday discussed with Japanese Prime Minister Fumio Kishida a potential trade...","Jan 10, 2024",2024-01-10
Brazil's economy to cool this year amid fiscal tug of war - Reuters poll,https://www.reuters.com/world/americas/brazils-economy-cool-this-year-amid-fiscal-tug-war-2024-01-22/,Reuters,"Brazil's economy is set to cool this year, a Reuters survey found, amid an intensifying tug of war between the government and some lawmakers over which...","Jan 22, 2024",2024-01-22
Brazil sees narrower trade surplus in 2024 after last year's record,https://www.reuters.com/markets/brazil-posts-record-trade-surplus-988-billion-2023-2024-01-05/,Reuters,"SAO PAULO, Jan 5 (Reuters) - The Brazilian government expects to reach a 4.5% lower trade surplus this year from 2023, totaling some $94.4 billion and...","Jan 5, 2024",2024-01-05
Brazil's Lula appoints former judge Lewandowski as justice minister,https://www.reuters.com/world/americas/brazils-lula-appoints-former-judge-lewandowski-justice-minister-2024-01-11/,Reuters,"BRASILIA, Jan 11 (Reuters) - Brazilian President Luiz Inacio Lula da Silva on Thursday tapped Ricardo Lewandowski, a former justice of the country's Supreme...","Jan 11, 2024",2024-01-11
Brazil probes Mercado Libre sales of mercury used by illegal gold miners,https://www.reuters.com/world/americas/brazil-probes-mercado-libre-sales-mercury-used-by-illegal-gold-miners-2024-01-24/,Reuters,"BRASILIA, Jan 24 (Reuters) - Public prosecutors chasing illegal gold mining in Brazil's Amazon region on Wednesday opened an investigation into on-line...","Jan 24, 2024",2024-01-24
"Payment firm Ebury eyes Brazil as largest market after expansion, says executive",https://www.reuters.com/business/payment-firm-ebury-eyes-brazil-largest-market-after-expansion-says-executive-2024-01-19/,Reuters,"SAO PAULO, Jan 19 (Reuters) - British payment firm Ebury has started to widen its operations in Brazil, which it sees as having the potential to become its...","Jan 19, 2024",2024-01-19
"Brazil will need to resettle those hit by climate disasters, minister says",https://www.reuters.com/world/americas/brazil-will-need-resettle-those-hit-by-climate-disasters-minister-says-2024-01-17/,Reuters,"DAVOS, Switzerland, Jan 17 (Reuters) - Brazil will need to relocate citizens in areas that have been hit repeatedly by storms and other disasters...","Jan 17, 2024",2024-01-17
Brazil's Lula to meet Chinese foreign minister on Friday,https://www.reuters.com/world/brazils-lula-meet-chinese-foreign-minister-friday-2024-01-18/,Reuters,Brazil's President Luiz Inacio Lula da Silva will meet with China's visiting Foreign Minister Wang Yi on Friday afternoon in the northeastern Brazilian city...,"Jan 18, 2024",2024-01-18
"Brazil exchange B3 sees over 100 IPOs in the works, only 'some' in 2024, says CEO",https://www.reuters.com/markets/deals/brazil-exchange-b3-sees-over-100-ipos-works-only-some-2024-says-ceo-2024-01-18/,Reuters,"SAO PAULO, Jan 18 (Reuters) - Brazilian financial-exchange operator B3 sees more than 100 companies preparing for an initial public offering in the country,...","Jan 18, 2024",2024-01-18
Brazil company delivers first leather cargo from 100% traced cattle,https://www.reuters.com/sustainability/brazil-company-delivers-first-leather-cargo-100-traced-cattle-2024-01-23/,Reuters,A Brazilian company has announced the arrival of a first leather cargo in Europe coming from cattle that was reared without causing deforestation.,"Jan 23, 2024",2024-01-23
"Lula upset by lack of clear goals in Brazil's new industry plan, sources say",https://www.reuters.com/world/americas/lula-upset-by-lack-clear-goals-brazils-new-industry-plan-sources-say-2024-01-24/,Reuters,"BRASILIA, Jan 23 (Reuters) - Brazilian President Luiz Inacio Lula da Silva was displeased by a new industrial development plan announced on Monday by the...","Jan 23, 2024",2024-01-23
"China's BYD in talks with Brazil's Sigma Lithium on supply deal, Financial Times reports",https://www.reuters.com/business/autos-transportation/chinas-byd-talks-with-brazils-sigma-lithium-supply-deal-ft-2024-01-14/,Reuters,"Jan 14 (Reuters) - Chinese electric car-maker BYD (002594.SZ) , opens new tab has held talks with Brazil's Sigma Lithium (SGML.V) , opens new tab over a...","Jan 13, 2024",2024-01-13
"Brazil's Lula to intervene in fatal clash between farmers, Indigenous tribe",https://www.reuters.com/world/americas/brazils-lula-intervene-fatal-clash-between-farmers-indigenous-tribe-2024-01-23/,Reuters,"BRASILIA, Jan 23 (Reuters) - Brazil's President Luiz Inacio Lula da Silva on Tuesday vowed a federal response after a conflict between Indigenous people and...","Jan 23, 2024",2024-01-23
Indonesia to import meat from Brazil and India in 2024,https://www.reuters.com/markets/commodities/indonesia-import-meat-brazil-india-2024-2024-01-11/,Reuters,"JAKARTA, Jan 11 (Reuters) - Indonesia has assigned its state food procurement firms Bulog and IDFood to procure 120,000 metric tons of meat from Brazil and...","Jan 11, 2024",2024-01-11
Lula's approval ratings inch up ahead of Brazil's local elections -poll,https://www.reuters.com/world/americas/lulas-approval-ratings-inch-up-ahead-brazils-local-elections-poll-2024-01-23/,Reuters,"BRASILIA, Jan 23 (Reuters) - President Luiz Inacio Lula da Silva's popularity remains high one year into his third non-consecutive term leading Brazil,...","Jan 23, 2024",2024-01-23
"Maha Energy proposes carve-out of Brazil's 3R onshore assets, tie-up with PetroReconcavo",https://www.reuters.com/business/energy/maha-energy-proposes-carve-out-brazils-3r-petroleum-onshore-assets-2024-01-17/,Reuters,"SAO PAULO, Jan 17 (Reuters) - Sweden's Maha Energy (MAHAa.ST) , opens new tab on Wednesday said it had acquired 5% of Brazilian oil firm 3R Petroleum (RRRP3...","Jan 17, 2024",2024-01-17
Stellantis buys Brazil's DPaschoal in another components push in Latam,https://www.reuters.com/business/autos-transportation/stellantis-buys-brazils-dpaschoal-another-components-push-latam-2024-01-19/,Reuters,"Stellantis said on Friday it is buying a 70% controlling stake in Brazilian automotive services firm DPaschoal, in the automaker's latest move to expand its...","Jan 19, 2024",2024-01-19
Brazil's Petrobras plans to finish RNEST refinery's Train 1 expansion in early 2025,https://www.reuters.com/markets/commodities/brazils-petrobras-plans-finish-rnest-refinerys-train-1-expansion-early-2025-2024-01-17/,Reuters,Brazilian state-run oil firm Petrobras said on Wednesday that it plans to finish expansion works on Train One of its Abreu e Lima (RNEST) refinery in the...,"Jan 17, 2024",2024-01-17
"Brazil electric, hybrid car sales to grow by 60% in 2024, says industry group",https://www.reuters.com/business/autos-transportation/brazil-electric-hybrid-car-sales-grow-by-60-2024-says-industry-group-2024-01-05/,Reuters,"SAO PAULO, Jan 5 (Reuters) - Sales of fully electric and hybrid vehicles in Brazil are expected to rise by 60% this year from 2023, local industry group...","Jan 5, 2024",2024-01-05
Brazil dodges bird flu threat to post record chicken exports - industry lobby,https://www.reuters.com/business/healthcare-pharmaceuticals/brazil-dodges-bird-flu-threat-post-record-chicken-exports-industry-lobby-2024-01-08/,Reuters,"Brazilian meat exporters, who faced the threat of bird flu reaching commercial poultry farms for the first time last year, managed to ship a record 5.138...","Jan 8, 2024",2024-01-08
Brazil airline Azul launches first flight to Argentina since 2020,https://www.reuters.com/business/aerospace-defense/brazil-airline-azul-launches-first-flight-argentina-since-2020-2024-01-16/,Reuters,Brazilian airline Azul is going back to Argentina this year for the first time since pandemic-related travel disruptions forced the carrier to suspend its...,"Jan 16, 2024",2024-01-16
"Tourist bus crashes in Brazil, killing 25",https://www.reuters.com/world/americas/tourist-bus-crashes-brazil-killing-25-2024-01-08/,Reuters,At least 25 people are dead and six injured after a minibus carrying tourists from a coastal trip collided with a truck in Brazil's northeastern state of Bahia.,"Jan 8, 2024",2024-01-08
Amazon Indigenous leaders promote reforestation for degraded forest lands,https://www.reuters.com/business/environment/amazon-indigenous-leaders-promote-reforestation-degraded-forest-lands-2024-01-24/,Reuters,"Brazil's agricultural research agency Embrapa on Wednesday opened an online learning program called ""Sowing forests on Indigenous lands"" to help Amazon...","Jan 24, 2024",2024-01-24
Embraer sees record agriculture plane deliveries this year,https://www.reuters.com/business/aerospace-defense/embraer-sees-record-agriculture-plane-deliveries-this-year-2024-01-15/,Reuters,Brazilian planemaker Embraer expects its agricultural aircraft Ipanema to hit record deliveries this year after a positive 2023 driven by the strength of...,"Jan 15, 2024",2024-01-15
Brazil Congress overturns Lula veto on limit to Indigenous land claims,https://www.reuters.com/world/americas/brazil-congress-overturns-lula-veto-limit-indigenous-land-claims-2023-12-14/,Reuters,"BRASILIA, Dec 14 (Reuters) - Brazil's Congress on Thursday overturned a presidential veto that had struck down the core of a bill to limit Indigenous land...","Dec 15, 2023",2023-12-15
"Brazil to raise mandatory biodiesel mix, halt imports",https://www.reuters.com/markets/commodities/brazil-policy-council-approves-raising-biodiesel-mix-2023-12-19/,Reuters,"BRASILIA, Dec 19 (Reuters) - Brazil will increase the country's mandatory biodiesel mix into diesel from early next year, bringing forward previously set...","Dec 19, 2023",2023-12-19
Brazilian 'geese agents' honk in case of prison break,https://www.reuters.com/world/americas/brazilian-geese-agents-honk-case-prison-break-2023-12-20/,Reuters,"SAO PEDRO DE ALCANTARA, Brazil, Dec 20 (Reuters) - Waddling around the perimeter of a prison in Brazil's southern state of Santa Catarina, geese have edged...","Dec 20, 2023",2023-12-20
Brazil Supreme Court suspends $2 billion fine on JBS owner,https://www.reuters.com/world/americas/brazil-supreme-court-suspends-2-billion-fine-jbs-owner-2023-12-20/,Reuters,"BRASILIA, Dec 20 (Reuters) - A Brazilian Supreme Court justice suspended a 10.3 billion real ($2.10 billion) fine on J&F, the firm that controls the world's...","Dec 20, 2023",2023-12-20
"Brazil's Americanas gets OK for restructuring plan, eyes $10 bln debt cut",https://www.reuters.com/business/retail-consumer/brazils-americanas-wins-creditor-approval-restructuring-plan-2023-12-20/,Reuters,"Creditors of Brazilian retailer Americanas approved a restructuring plan on Tuesday, which features a $2.5 billion capital injection by main shareholders...","Dec 19, 2023",2023-12-19
Massive Brazilian soybean exports too heavily leaning on China?,https://www.reuters.com/markets/commodities/massive-brazilian-soybean-exports-too-heavily-leaning-china-2023-12-20/,Reuters,"Brazil's 2023 soybean exports have surpassed 100 million metric tons, up at least 16% from 2021's full-year record, though the world's leading soybean exporter...","Dec 20, 2023",2023-12-20
Brazil's lower house approves landmark consumption tax reform,https://www.reuters.com/world/americas/brazils-lower-house-approves-landmark-consumption-tax-reform-2023-12-16/,Reuters,"BRASILIA, Dec 15 (Reuters) - Brazil's lower house approved on Friday a major consumption tax overhaul, seen as capable of boosting the country's potential...","Dec 16, 2023",2023-12-16
Brazil shows concern as Venezuela slams UK warship sent to Guyana,https://www.reuters.com/world/americas/brazil-shows-concern-venezuela-slams-uk-warship-sent-guyana-2023-12-29/,Reuters,"BRASILIA, Dec 29 (Reuters) - Brazil expressed concern on Friday after Venezuela complained about the deployment of a British warship off the Guyana coast,...","Dec 29, 2023",2023-12-29
Chinese firm wins Brazil power line tender to boost green energy,https://www.reuters.com/business/energy/chinas-state-grid-wins-largest-batch-brazils-power-transmission-lines-auction-2023-12-15/,Reuters,"SAO PAULO, Dec 15 (Reuters) - China's State Grid emerged as the big winner in Brazil's largest-ever electricity transmission line auction on Friday,...","Dec 15, 2023",2023-12-15
Freepoint settles US charges over multi-year bribery scheme,https://www.reuters.com/legal/freepoint-settles-us-charges-over-brazil-bribery-scheme-2023-12-14/,Reuters,Freepoint Commodities LLC has agreed to pay over $98 million to settle U.S. charges in connection with a scheme to misappropriate material non-public...,"Dec 15, 2023",2023-12-15
Brazil's Haddad unveils set of tax tweaks to ensure balanced public accounts,https://www.reuters.com/world/americas/brazils-haddad-unveils-set-tax-tweaks-ensure-balanced-public-accounts-2023-12-28/,Reuters,"BRASILIA, Dec 28 (Reuters) - Brazil's Finance Minister Fernando Haddad unveiled on Thursday tax adjustments to limit benefits across various sectors and...","Dec 28, 2023",2023-12-28
Brazilian farmers slow fertilizer buys as drought dampens corn-planting plans,https://www.reuters.com/markets/commodities/brazilian-farmers-slow-fertilizer-buys-drought-dampens-corn-planting-plans-2023-12-18/,Reuters,"SAO PAULO, Dec 18 (Reuters) - Brazil's drought is causing farmers there to delay fertilizer purchases for their upcoming corn-planting season, denting sales...","Dec 18, 2023",2023-12-18
Brazil police launch raids over Braskem's sinking ground havoc,https://www.reuters.com/world/americas/brazil-police-launch-raids-over-braskems-sinking-ground-havoc-2023-12-21/,Reuters,"Brazil's federal police on Thursday conducted raids as part of a probe into petrochemical producer Braskem's sinking ground havoc in the city of Maceio,...","Dec 21, 2023",2023-12-21
Indigenous protesters in Brazil interrupt hearing on Amazon grain railway,https://www.reuters.com/world/americas/indigenous-protesters-brazil-interrupt-hearing-amazon-grain-railway-2023-12-15/,Reuters,Indigenous protesters on Friday tried to prevent a public hearing on the construction of a railway that is planned to run through their lands to carry...,"Dec 15, 2023",2023-12-15
"Brazil, Mexico stocks reach record highs after interest rate decisions",https://www.reuters.com/world/americas/brazil-stocks-reach-record-high-after-fresh-rate-cut-fed-signals-2023-12-14/,Reuters,"SAO PAULO/MEXICO CITY, Dec 14 (Reuters) - Brazilian and Mexican stocks rose to record highs on Thursday, propelled by the U.S. Federal Reserve's signaling...","Dec 14, 2023",2023-12-14
Banco de Brasil exec Haui named to head BB Seguridade after CEO resigns,https://www.reuters.com/business/finance/banco-de-brasil-exec-haui-named-head-bb-seguridade-after-ceo-resigns-2023-12-26/,Reuters,"Brazilian insurer BB Seguridade said on Tuesday its CEO Ullisses Assis has resigned from his position and its controlling shareholder, Banco do Brasil...","Dec 26, 2023",2023-12-26
"Brazil's additional biodiesel demand to hit soyoil, soybean exports - analysts",https://www.reuters.com/markets/commodities/brazils-additional-biodiesel-demand-hit-soyoil-soybean-exports-analysts-2023-12-22/,Reuters,A decision to boost the blend of biodiesel into diesel from March 2024 will create additional internal demand for an estimated 5 million metric tons of...,"Dec 22, 2023",2023-12-22
Brazil cracks down as wildcat miners in the Amazon shift their operations,https://www.reuters.com/world/americas/brazil-cracks-down-wildcat-miners-amazon-shift-their-operations-2023-12-28/,Reuters,"SUCUNDURI, Brazil, Dec 28 (Reuters) - Deep in the Amazon rainforest, Brazil is fighting destructive wildcat gold mining as it spreads from Indigenous lands...","Dec 28, 2023",2023-12-28
