title,link,source,snippet,date,absolute_date
Brazil's Eletrobras net income down 19% in Q1; shares fall,https://www.reuters.com/business/energy/brazils-eletrobras-net-income-down-19-q1-2024-05-09/,Reuters,"Brazilian power giant Eletrobras reported late on Wednesday a first-quarter net profit of 331 million reais ($65 million), down 19% from a year earlier as...","May 9, 2024",2024-05-09
"Brazil Floods Wreak Historic Devastation, With More Rain Coming",https://www.bloomberg.com/news/features/2024-05-08/photos-brazil-floods-kill-dozens-leave-150-000-homeless,Bloomberg,Dozens are dead and more than 150000 homeless in the southern state of Rio Grande do Sul.,"May 8, 2024",2024-05-08
"Rains return to flooded southern Brazil, interrupting rescues",https://www.reuters.com/world/americas/death-toll-heavy-rains-brazil-hits-100-2024-05-08/,Reuters,"PORTO ALEGRE, Brazil, May 8 (Reuters) - Authorities interrupted rescue efforts in flood-ravaged southern Brazil on Wednesday amid more rain and the risk of...","May 8, 2024",2024-05-08
"India's Hero MotoCorp posts Q4 profit beat, to set up two-wheeler unit in Brazil",https://www.reuters.com/business/autos-transportation/indias-hero-motocorp-beats-q4-profit-estimates-2024-05-08/,Reuters,"Hero MotoCorp , India's largest motorcycle maker by market share, reported a bigger-than-expected rise in fourth-quarter profit on Wednesday and said it...","May 8, 2024",2024-05-08
"Brazil to examine changes to pension benefit calculations in spending review, minister says",https://www.reuters.com/world/americas/brazil-examine-changes-pension-benefit-calculations-spending-review-minister-2024-05-08/,Reuters,"BRASILIA, May 8 (Reuters) - Brazil's planning ministry is preparing to review government spending again, including changes in the calculation of pension and...","May 8, 2024",2024-05-08
Brazil polls show mixed scenario for Lula's approval ratings,https://www.reuters.com/world/americas/brazil-polls-show-mixed-scenario-lulas-approval-ratings-2024-05-08/,Reuters,"SAO PAULO, May 8 (Reuters) - Brazilian opinion polls released this week show a mixed scenario for the approval ratings of President Luiz Inacio Lula da...","May 8, 2024",2024-05-08
Brazilian Floods Are Inflicting Billions in Economic Devastation,https://www.bloomberg.com/news/articles/2024-05-08/brazilian-floods-are-inflicting-billions-in-economic-devastation,Bloomberg.com,"The floods and severe rainfall that ravaged Southern Brazil are hurting the nation's powerhouse agricultural sector, with industries from auto manufacturing...","May 8, 2024",2024-05-08
Brazil to Provide Aid to Thousands Left Homeless After Floods,https://www.bloomberg.com/news/articles/2024-05-08/brazil-to-provide-aid-to-thousands-left-homeless-after-floods,Bloomberg,Brazil's government will provide cheap credit and financial aid to help rebuild homes and businesses lost to record-breaking floods in the southern part of...,"May 8, 2024",2024-05-08
Brazil Central Bank Slows Pace of Interest Rate Cuts With Quarter-Point Reduction,https://www.bloomberg.com/news/articles/2024-05-08/brazil-central-bank-slows-pace-of-interest-rate-cuts,Bloomberg.com,"Brazil's central bank cut its interest rate by a quarter-point, slowing its easing pace in a split vote that exposed rifts between members nominated by...","May 8, 2024",2024-05-08
Brazil's Carrefour swings to profit in first quarter,https://www.reuters.com/business/retail-consumer/brazils-carrefour-swings-profit-first-quarter-2024-05-07/,Reuters,"Carrefour Brasil, which is controlled by France's Carrefour , reported a net profit of 39 million reais ($7.7 million) for the first quarter,...","May 7, 2024",2024-05-07
"Embraer reaffirms 2024 outlook, says no plans for new narrowbody",https://www.reuters.com/business/aerospace-defense/brazils-embraer-reports-smaller-adjusted-net-loss-q1-2024-05-07/,Reuters,"Brazilian planemaker Embraer on Tuesday reaffirmed its full-year outlook after posting a smaller first-quarter net loss, while rebuffing speculation that it...","May 7, 2024",2024-05-07
Exclusive: Paraguay pushes rival bid for $1.5 billion Argentina-Brazil gas connector,https://www.reuters.com/business/energy/paraguay-pushes-rival-bid-15-bln-argentina-brazil-gas-connector-2024-05-07/,Reuters,"MONTEVIDEO, May 7 (Reuters) - Paraguay is advancing talks with energy firms and high-ranking government officials from Argentina and Brazil over a potential...","May 7, 2024",2024-05-07
"Brazil's Telefonica quarterly profit rises 7%, but misses forecasts",https://www.reuters.com/business/media-telecom/brazils-telefonica-quarterly-profit-rises-7-misses-forecasts-2024-05-07/,Reuters,"Brazilian telecommunications operator Telefonica Brasil posted on Tuesday a net profit below analysts' expectations, even though it increased by 7.3% in the...","May 7, 2024",2024-05-07
"Exclusive: Brazil's Suzano readies $15 billion bid for International Paper, sources say",https://www.reuters.com/markets/deals/brazils-suzano-readies-15-bln-bid-international-paper-sources-say-2024-05-07/,Reuters,"NEW YORK, May 7 (Reuters) - Brazilian pulp and paper company Suzano (SUZB3.SA) , opens new tab has approached U.S.-based International Paper (IP.","May 7, 2024",2024-05-07
Brazil’s Oil Juniors Hunt for Mergers After Shift at Petrobras,https://www.bloomberg.com/news/articles/2024-05-07/petrobras-under-lula-has-brazil-s-junior-oil-producers-hunting-for-mergers,Bloomberg.com,Petrobras' shift away from oil-field divestment is motivating a pivot by Brazil's junior drillers to corporate acquisitions as the most-viable expansion...,"May 7, 2024",2024-05-07
"Brazil floods leave 150,000 homeless, scores dead or missing",https://www.reuters.com/business/environment/brazil-floods-leave-150000-homeless-scores-dead-or-missing-2024-05-07/,Reuters,"Rescuers rushed to evacuate people stranded by devastating floods across the southern Brazilian state of Rio Grande do Sul on Tuesday, with at least 90 dead...","May 7, 2024",2024-05-07
"Under Lula, Doves Are Rapidly Gaining Power in Brazil’s Central Bank",https://www.bloomberg.com/news/articles/2024-05-07/under-lula-doves-are-rapidly-gaining-power-in-brazil-s-central-bank,Bloomberg.com,"Seventeen months into office, President Luiz Inacio Lula da Silva has put his stamp on the Brazilian central bank he has battled throughout his term.","May 7, 2024",2024-05-07
"Brazil floods death toll rises to 90, dozens still stranded",https://www.reuters.com/business/environment/brazil-floods-death-toll-rises-90-dozens-still-stranded-2024-05-07/,Reuters,"ELDORADO DO SUL, Brazil, May 7 (Reuters) - Rescuers rushed to evacuate people stranded by devastating floods across the southern Brazilian state of Rio...","May 7, 2024",2024-05-07
Brazil's Petrobras to begin drilling at Colombia's Uchuva-2 well this month,https://www.reuters.com/business/energy/brazils-petrobras-begin-drilling-colombias-uchuva-2-well-this-month-2024-05-08/,Reuters,"Brazil's state-run oil firm Petrobras will begin to drill off Colombia's coast at its Uchuva-2 well this month, Chief Exploration and Production Officer...","May 7, 2024",2024-05-07
Braskem (BAK) Tanks 25% Premarket After Adnoc Abandons Talks for Stake,https://www.bloomberg.com/news/articles/2024-05-06/adnoc-abandons-negotiations-for-stake-in-brazil-petrochemicals-producer-braskem,Bloomberg,Brazil's Braskem SA tumbled on Monday after Abu Dhabi National Oil Co. dropped its bid for a stake in the troubled Brazilian petrochemicals company.,"May 6, 2024",2024-05-06
Lula Pushes to Exempt Brazil Flood Relief From Spending Rules,https://www.bloomberg.com/news/articles/2024-05-06/lula-pushes-to-exempt-brazil-flood-relief-from-spending-rules,Bloomberg,President Luiz Inacio Lula da Silva proposed exempting emergency spending from Brazil's fiscal rules as his government raced to respond to devastating floods.,"May 6, 2024",2024-05-06
"Death toll from southern Brazil rainfall rises to 78, many still missing",https://www.reuters.com/world/americas/death-toll-rains-southern-brazil-climbs-66-over-100-still-missing-2024-05-05/,Reuters,"PORTO ALEGRE/CANOAS/SAO PAULO, May 5 (Reuters) - The death toll from heavy rains that have caused flooding in Brazil's southern state of Rio Grande do Sul...","May 6, 2024",2024-05-06
"Brazil officials eye curbs on pension spending, but Lula may resist",https://www.reuters.com/world/americas/brazil-officials-eye-curbs-pension-spending-lula-may-resist-2024-05-06/,Reuters,"BRASILIA, May 6 (Reuters) - Senior officials in Brazil's economic team are signaling a need to curb pension spending in order to shore up public accounts,...","May 6, 2024",2024-05-06
Brazil floods: Lula seeks state of emergency after 85 dead in rain-ravaged south,https://www.reuters.com/world/americas/death-toll-brazil-downpours-climbs-83-2024-05-06/,Reuters,"CANOAS, Brazil, May 6 (Reuters) - Brazilian President Luiz Inacio Lula da Silva asked Congress on Monday to recognize a state of public calamity for the...","May 6, 2024",2024-05-06
Brazil ex-president Bolsonaro hospitalized again with skin infection,https://www.reuters.com/world/americas/brazil-ex-president-bolsonaro-hospitalized-again-with-skin-infection-2024-05-05/,Reuters,"SAO PAULO, May 5 (Reuters) - Former Brazilian President Jair Bolsonaro said on Sunday he had to be hospitalized again in the northern city of Manaus due to...","May 5, 2024",2024-05-05
Lula Visits Southern Brazil With Dozens Missing in Floods,https://www.bloomberg.com/news/articles/2024-05-05/lula-visits-southern-brazil-with-dozens-missing-in-record-floods,Bloomberg.com,Brazil's President Luiz Inacio Lula da Silva and key cabinet members arrived Sunday in the country's south where record-breaking floods have shut-down a...,"May 5, 2024",2024-05-05
"Mubadala Capital plans $13.5 billion biofuels investment in Brazil, Financial Times reports",https://www.reuters.com/business/energy/mubadala-capital-plans-135-bln-biofuels-investment-brazil-ft-2024-05-05/,Reuters,"May 5 (Reuters) - Abu Dhabi's Mubadala Capital intends to invest about $13.5 billion on a major biofuels project in Brazil over the next decade,...","May 5, 2024",2024-05-05
Death toll from rains in southern Brazil climbs to 56,https://www.reuters.com/world/americas/death-toll-rains-southern-brazil-climbs-56-some-70-still-missing-2024-05-04/,Reuters,"SAO PAULO, May 4 (Reuters) - Heavy rains in Brazil's southernmost state of Rio Grande do Sul this week killed at least 55 people, local authorities said on...","May 4, 2024",2024-05-04
Brazil Rejects Vale-BHP’s Offer in 2015 Deadly Dam Collapse,https://www.bloomberg.com/news/articles/2024-05-03/brazil-rejects-vale-bhp-s-offer-in-2015-deadly-dam-collapse,Bloomberg.com,Brazil's government rejected mining giants Vale SA and BHP Group Ltd.'s offer to pay about $25.7 billion (127 billion reais) in total compensation for a...,"May 3, 2024",2024-05-03
Brazil Wants Vale’s Next CEO to Have Closer Ties With Government,https://www.bloomberg.com/news/articles/2024-05-03/brazil-wants-vale-s-next-ceo-to-have-closer-ties-with-government,Bloomberg.com,"Brazil expects the next chief executive officer for Vale SA, the world's second-largest iron ore producer, to have closer relations with officials and...","May 3, 2024",2024-05-03
Brazil economists split over size of likely rate cut on May 8,https://www.reuters.com/markets/rates-bonds/brazil-economists-split-over-size-likely-rate-cut-may-8-2024-05-03/,Reuters,"Economists are unusually split over the size of a likely Brazil interest rate reduction on May 8, a Reuters poll found, amid changing views about the future...","May 3, 2024",2024-05-03
Brazil rains cloud national soy outlook as big farm state submerges,https://www.reuters.com/world/americas/brazil-soy-output-top-farm-state-may-drop-15-amid-torrential-rains-2024-05-03/,Reuters,"SAO PAULO, May 3 (Reuters) - The outlook for the soybean harvest in Rio Grande do Sul, which was on track to become the second largest producer in Brazil...","May 3, 2024",2024-05-03
"Rains in southern Brazil kill at least 39, some 70 still missing",https://www.reuters.com/world/americas/rains-southern-brazil-kill-least-31-more-than-70-still-missing-2024-05-03/,Reuters,"May 3 (Reuters) - Heavy rains battering Brazil's southernmost state of Rio Grande do Sul have killed 39 people, local authorities said on Friday,...","May 3, 2024",2024-05-03
Brazil Succumbs to the Retail Apocalypse It Staved Off for Years,https://www.bloomberg.com/news/articles/2024-05-03/brazil-succumbs-to-the-retail-apocalypse-it-staved-off-for-years,Bloomberg.com,"The retail shakeout has reached Brazil, where local players are starting to restructure and consolidate amid stiff competition from foreign giants like...","May 3, 2024",2024-05-03
"MercadoLibre Weathers Argentina Tumult With Mexico, Brazil Gains",https://www.bloomberg.com/news/articles/2024-05-02/mercadolibre-weathers-argentina-tumult-with-mexico-brazil-gains,Bloomberg,Latin American e-commerce and fintech giant MercadoLibre Inc. jumped the most since August after posting strong first quarter earnings that saw profit surge...,"May 3, 2024",2024-05-03
"Brazil rejects Vale, BHP settlement offer for Mariana disaster",https://www.reuters.com/world/americas/brazil-rejects-vale-bhp-settlement-offer-mariana-disaster-2024-05-03/,Reuters,"Brazil and the state of Espirito Santo have rejected a proposal by miners Vale and BHP regarding reparations for the deadly 2015 Mariana tailings dam burst,...","May 3, 2024",2024-05-03
"Heavy rains kill at least 10 in southern Brazil, governor warns of historic disaster",https://www.reuters.com/world/americas/heavy-rains-kill-8-brazils-rio-grande-do-sul-affect-over-100-cities-2024-05-01/,Reuters,"May 1 (Reuters) - Ten people died and 21 are missing due to heavy rains this week in Brazil's southern state of Rio Grande do Sul, with the local government...","May 2, 2024",2024-05-02
"Death toll from rains in southern Brazil climbs to 29, Lula visits region",https://www.reuters.com/world/americas/death-toll-rains-southern-brazil-climbs-13-lula-visits-region-2024-05-02/,Reuters,"SAO PAULO, May 2 (Reuters) - The death toll from heavy rains in Brazil's southernmost state of Rio Grande do Sul rose to 29, local authorities said on...","May 2, 2024",2024-05-02
"Heavy rains in big Brazil farm state disrupt soy, corn harvests in final stages",https://www.reuters.com/business/environment/heavy-rains-big-brazil-farm-state-disrupt-soy-corn-harvests-final-stages-2024-05-02/,Reuters,"SAO PAULO, May 2 (Reuters) - Torrential rainfall in Brazil's second-largest soybean and sixth-largest corn state is disrupting the final stages of the...","May 2, 2024",2024-05-02
"MercadoLibre net profit surges, driven by Brazil, Mexico",https://www.reuters.com/business/retail-consumer/mercadolibre-net-profit-surges-driven-by-brazil-mexico-2024-05-02/,Reuters,"Latin America e-commerce giant MercadoLibre said on Thursday its first-quarter net profit surged 71% from a year earlier, beating analysts' estimates as its...","May 2, 2024",2024-05-02
"Stellantis Hires €50,000 Engineers in Brazil, India to Save",https://www.bloomberg.com/news/articles/2024-05-02/stellantis-hires-50-000-engineers-in-brazil-india-to-cut-costs,Bloomberg.com,"Stellantis NV has moved to recruiting a majority of its engineering workforce in countries like Morocco, India and Brazil, as carmakers contend with...","May 2, 2024",2024-05-02
"Brazil's Lula asserts no tax exemptions for the wealthy, pledges relief for workers",https://www.reuters.com/world/americas/brazils-lula-asserts-no-tax-exemptions-wealthy-pledges-relief-workers-2024-05-01/,Reuters,May 1 (Reuters) - Brazil will substantially increase income tax exemptions for individuals by the end of the current government's term and grant no tax...,"May 1, 2024",2024-05-01
Brazil Outlook Raised to Positive by Moody’s on Reform Progress,https://www.bloomberg.com/news/articles/2024-05-01/brazil-outlook-raised-to-positive-by-moody-s-on-reform-progress,Bloomberg.com,"Moody's Ratings raised Brazil's credit outlook to positive, citing the implementation of structural reforms that have shored up growth prospects in Latin...","May 1, 2024",2024-05-01
"Embraer counters report of new jet, says no major capex plan",https://www.reuters.com/markets/deals/embraer-mulls-options-new-narrowbody-jet-model-wsj-reports-2024-05-01/,Reuters,"Brazilian planemaker Embraer on Wednesday played down a report that it is studying a new jet to compete directly with Boeing and Airbus, saying it has no...","May 1, 2024",2024-05-01
"Brazil posts strong job figures, signals stronger activity; inflation a concern",https://www.reuters.com/world/americas/brazils-job-creation-outpaces-expectations-march-signals-stronger-activity-2024-04-30/,Reuters,"BRASILIA, April 30 (Reuters) - Brazil released vigorous job market figures on Tuesday, reinforcing views of stronger economic activity at the beginning of...","Apr 30, 2024",2024-04-30
Brazil Congress approves bill to keep tax incentives for events industry,https://www.reuters.com/world/americas/brazil-congress-approves-bill-keep-tax-incentives-meetings-conferences-sector-2024-04-30/,Reuters,"RIO DE JANEIRO/BRASILIA, April 30 (Reuters) - Brazil's Senate on Tuesday approved a bill maintaining tax incentives for the meetings and cultural events...","Apr 30, 2024",2024-04-30
"Vale, BHP offer $25 billion settlement for Mariana disaster; authorities seek more",https://www.reuters.com/world/americas/vale-bhp-propose-25-billion-deal-settle-reparations-mariana-disaster-2024-04-29/,Reuters,"Vale , BHP and their joint venture Samarco have presented Brazilian authorities with a settlement proposal related to reparations for the 2015 Mariana...","Apr 29, 2024",2024-04-29
Brazil's government to launch commission to unlock South American integration projects,https://www.reuters.com/world/americas/brazils-government-launch-commission-unlock-south-american-integration-projects-2024-04-29/,Reuters,"Brazil's government will soon create an interministerial commission chaired by the Planning Ministry to unlock projects for integration in South America,...","Apr 29, 2024",2024-04-29
Brazil's government sees 2024 fiscal target as feasible despite March deficit,https://www.reuters.com/world/americas/brazils-central-government-posts-unexpected-budget-deficit-march-2024-04-29/,Reuters,"Brazil's government believes it will achieve this year's fiscal target considering its tolerance margins, despite an unexpected budget deficit in March,...","Apr 29, 2024",2024-04-29
Brazil’s Casas Bahia Soars After Filing Out-Of-Court Debt Deal,https://www.bloomberg.com/news/articles/2024-04-29/brazil-s-casas-bahia-soars-after-filing-out-of-court-debt-deal,Bloomberg.com,Grupo Casas Bahia SA shares jumped as much as 21% after the Brazilian retailer filed an out-of-court deal with its main creditors to reschedule the payment...,"Apr 29, 2024",2024-04-29
Brazil's government to launch commission to unlock South American integration projects,https://www.reuters.com/world/americas/brazils-government-launch-commission-unlock-south-american-integration-projects-2024-04-29/,Reuters,"BRASILIA, April 29 (Reuters) - Brazil's government will soon create an interministerial commission chaired by the Planning Ministry to unlock projects for...","Apr 29, 2024",2024-04-29
Brazil Posts Surprise Budget Deficit in March as Spending Rises,https://www.bloomberg.com/news/articles/2024-04-29/brazil-posts-surprise-budget-deficit-in-march-as-spending-rises,Bloomberg.com,"Brazil posted a primary fiscal deficit of 1.5 billion reais ($293 million) in March, surprising analysts who forecast a surplus for the month and ramping up...","Apr 29, 2024",2024-04-29
TotalEnergies Is Among Suitors for AES Brazil Power Unit,https://www.bloomberg.com/news/articles/2024-04-29/totalenergies-is-said-among-suitors-for-aes-brazil-power-unit,Bloomberg.com,"TotalEnergies SE has emerged as one of the contenders for the assets of AES Corp. in Brazil, competing against China Three Gorges Corp. and Sao Paulo-based...","Apr 29, 2024",2024-04-29
"BHP, Vale Offer Brazil $25.7 Billion Payment for Dam Disaster",https://www.bloomberg.com/news/articles/2024-04-29/bhp-vale-offer-brazil-25-7-billion-payment-for-dam-disaster,Bloomberg,Mining giants BHP Group and Vale SA offered to pay Brazil about $25.7 billion in total compensation for a 2015 tailings dam disaster at their joint-venture...,"Apr 29, 2024",2024-04-29
Brazil's Petrobras first quarter oil production rises by 4.4%,https://www.reuters.com/markets/commodities/brazils-petrobras-first-quarter-oil-production-rises-by-44-2024-04-29/,Reuters,Brazilian state-run oil company Petrobras said on Monday its crude oil production during the first quarter rose 4.4% compared to the same period last year.,"Apr 29, 2024",2024-04-29
Brazil's central bank chief says no mechanical relationship between uncertainties and policy,https://www.reuters.com/world/americas/brazils-central-bank-chief-says-no-mechanical-relationship-between-uncertainties-2024-04-26/,Reuters,"BRASILIA, April 26 (Reuters) - Brazil's central bank chief said on Friday that the environment of greater uncertainties does not have a mechanical...","Apr 26, 2024",2024-04-26
Brazil Inflation Slows More Than Expected Before Rate Decision,https://www.bloomberg.com/news/articles/2024-04-26/brazil-inflation-slows-more-than-expected-before-rate-decision,Bloomberg.com,"Brazil's inflation cooled more than expected in early April, but fell short of soothing policymakers' fears about lingering price pressures on Latin...","Apr 26, 2024",2024-04-26
X tells Brazil court 'operational faults' allowed blocked users to remain active,https://www.reuters.com/technology/x-tells-brazil-court-operational-faults-allowed-blocked-users-remain-active-2024-04-26/,Reuters,"BRASILIA, April 26 (Reuters) - Lawyers representing X in Brazil told the Supreme Court on Friday that ""operational faults"" have allowed users who were...","Apr 26, 2024",2024-04-26
Kushner’s Affinity Takes Board Seat at Brazil Fast-Food Operator,https://www.bloomberg.com/news/articles/2024-04-27/kushner-s-affinity-takes-board-seat-at-brazil-fast-food-operator,Bloomberg,Jared Kushner's Affinity Partners joined the board of Brazilian fast-food operator Zamp SA after making an investment of about $200 million earlier this...,"Apr 26, 2024",2024-04-26
Planemaker Embraer CEO says supply chain has been improving,https://www.reuters.com/business/autos-transportation/planemaker-embraer-ceo-says-supply-chain-has-been-improving-2024-04-26/,Reuters,The chief executive of Brazil's Embraer said on Friday that supply chain issues impacting planemakers have been improving but some challenges remain.,"Apr 26, 2024",2024-04-26
"Fire at Brazil guesthouse leaves at least 10 dead, 11 injured",https://www.reuters.com/world/americas/fire-brazil-guesthouse-leaves-least-10-dead-11-injured-2024-04-26/,Reuters,"At least 10 people died and 11 were injured in the early hours of Friday morning in a major fire at a guesthouse in Brazil's southern city of Porto Alegre,...","Apr 26, 2024",2024-04-26
Indigenous people protest Brazil not protecting ancestral lands,https://www.reuters.com/world/americas/indigenous-people-protest-brazil-not-protecting-ancestral-lands-2024-04-25/,Reuters,"BRASILIA, April 25 (Reuters) - Several thousand Indigenous demonstrators marched chanting to drum beats on Thursday to the seat of power in Brazil's capital...","Apr 26, 2024",2024-04-26
Beer and Booze Battle Over Rates as Brazil Wraps Up Tax Overhaul,https://www.bloomberg.com/news/articles/2024-04-25/beer-and-booze-battle-over-rates-as-brazil-wraps-up-tax-overhaul,Bloomberg.com,A new “sin tax” is splitting Brazil's alcoholic beverage industry as beer producers and liquor manufacturers wrangle over how much they should have to pay.,"Apr 25, 2024",2024-04-25
"Lula's South American summit plan unlikely in tense region, diplomats say",https://www.reuters.com/world/americas/lulas-south-american-summit-plan-unlikely-tense-region-diplomats-say-2024-04-25/,Reuters,"BRASILIA/MONTEVIDEO, April 25 (Reuters) - A diplomatic crisis in Ecuador and uncertainty over Venezuela's political future have divided South American...","Apr 25, 2024",2024-04-25
Petrobras’s Shareholders Need to Embrace Brazil’s Reality,https://www.bloomberg.com/opinion/articles/2024-04-25/petrobras-s-shareholders-need-to-embrace-brazil-s-reality,Bloomberg,"By Juan Pablo Spinetto. JP Spinetto is a Bloomberg Opinion columnist covering Latin American business, economic affairs and politics.","Apr 25, 2024",2024-04-25
Brazil central bank chief irks finance ministry team on his way out,https://www.reuters.com/world/americas/brazil-central-bank-chief-irks-finance-ministry-team-his-way-out-2024-04-25/,Reuters,"BRASILIA, April 25 (Reuters) - An outspoken couple weeks for Brazil's central bank chief, including criticism of budget policy and comments scrapping...","Apr 25, 2024",2024-04-25
"Short-term market moves must not spook Brazil central bank, director says",https://www.reuters.com/world/americas/short-term-market-moves-must-not-spook-brazil-central-bank-director-says-2024-04-24/,Reuters,"SAO PAULO, April 24 (Reuters) - Brazil's central bank director Gabriel Galipolo said on Wednesday that the monetary authority should not get spooked with...","Apr 24, 2024",2024-04-24
Brazil Justice says no evidence Bolsonaro sought asylum in Hungarian embassy,https://www.reuters.com/world/americas/brazil-justice-says-no-evidence-bolsonaro-sought-asylum-hungarian-embassy-2024-04-24/,Reuters,"BRASILIA, April 24 (Reuters) - Brazilian Supreme Court justice Alexandre de Moraes on Wednesday closed an investigation into whether former far-right...","Apr 24, 2024",2024-04-24
Brazil's government submits rules to streamline consumption taxes,https://www.reuters.com/world/americas/brazils-government-submits-rules-streamline-consumption-taxes-2024-04-24/,Reuters,"BRASILIA, April 24 (Reuters) - Brazil's government submitted proposed rules to Congress on Wednesday to carry out a historic tax overhaul approved last year...","Apr 24, 2024",2024-04-24
Lula Welcomes United Opposition in Venezuela Race Against Maduro,https://www.bloomberg.com/news/articles/2024-04-23/lula-welcomes-united-opposition-in-venezuela-election-against-maduro,Bloomberg,"Brazil President Luiz Inacio Lula da Silva cheered the Venezuelan opposition's decision to unite behind a single candidate, saying that it will set the...","Apr 23, 2024",2024-04-23
Brazil Joins Protectionist Wave in Face of Cheap Steel Imports,https://www.bloomberg.com/news/articles/2024-04-23/brazil-joins-protectionist-wave-in-face-of-cheap-steel-imports,Bloomberg,"Brazil is stepping up protections for its steelmakers amid an influx of cheap imports led by China, by imposing an import quota system on 11 types of alloy...","Apr 23, 2024",2024-04-23
Brazilian Fintech Clara Is Back in the Market Raising Venture Funds,https://www.bloomberg.com/news/articles/2024-04-23/fintech-clara-is-raising-new-capital-as-ceo-sees-market-thaw,Bloomberg,"Clara, a financial-technology firm based in Brazil, is working to raise new equity and debt financing to support its growth as the company's chief executive...","Apr 23, 2024",2024-04-23
Brazil judge gives X five days to explain alleged non-compliance with court ruling,https://www.reuters.com/technology/brazil-judge-gives-x-five-days-explain-alleged-non-compliance-with-court-ruling-2024-04-22/,Reuters,"BRASILIA, April 22 (Reuters) - A Brazilian Supreme Court justice has given social media platform X until Friday to explain why it allegedly did not fully...","Apr 22, 2024",2024-04-22
Crisis in Brazil’s Congress Gives Lula $18.5 Billion in New Fiscal Headaches,https://www.bloomberg.com/news/articles/2024-04-22/crisis-in-brazil-s-congress-gives-lula-18-5-billion-in-new-fiscal-headaches,Bloomberg,Tensions between President Luiz Inacio Lula da Silva's administration and Brazil's Congress are threatening to deal significant setbacks to the government's...,"Apr 22, 2024",2024-04-22
"Brazil aims to boost credit for small businesses, real estate loans",https://www.reuters.com/world/americas/brazil-aims-boost-credit-small-businesses-real-estate-loans-2024-04-22/,Reuters,"BRASILIA, April 22 (Reuters) - Brazil's government will launch measures on Monday aimed at renegotiating debts and reducing the cost of new loans for small...","Apr 22, 2024",2024-04-22
Brazil’s Fiscal Woes Ramp Up Pressure on Lula’s Finance Chief,https://www.bloomberg.com/news/articles/2024-04-22/brazil-s-fiscal-woes-test-lula-s-trust-in-his-political-heir,Bloomberg,"From prison to the presidency, Brazil's Luiz Inacio Lula da Silva has turned to one ally more than any other in moments of need: Fernando Haddad,...","Apr 22, 2024",2024-04-22
Brazil's Campos Neto says monetary guidance is no longer possible due to uncertainties,https://www.reuters.com/world/americas/brazils-campos-neto-says-monetary-guidance-is-no-longer-possible-due-2024-04-22/,Reuters,"BRASILIA, April 22 (Reuters) - Brazil's central bank governor reiterated on Monday that significant uncertainties made it difficult to provide guidance on...","Apr 22, 2024",2024-04-22
Brazil Makes First Shipment of Ethanol to US Jet Fuel Plant,https://www.bloomberg.com/news/articles/2024-04-22/brazil-makes-first-shipment-of-ethanol-to-us-jet-fuel-plant,Bloomberg.com,"Brazilian company Raizen SA made the country's first shipment of sugar-cane ethanol to be converted into green jet fuel in a US plant, as competition heats...","Apr 22, 2024",2024-04-22
Bolsonaro Praises Musk at Rio Rally as His Legal Troubles Grow,https://www.bloomberg.com/news/articles/2024-04-21/jair-bolsonaro-praises-elon-musk-at-brazil-rally-amid-police-probes,Bloomberg,"Former Brazil President Jair Bolsonaro praised Elon Musk as a free-speech advocate, in his latest effort to build opposition to the country's Supreme Court.","Apr 21, 2024",2024-04-21
Brazil's Bolsonaro rallies supporters in Rio,https://www.reuters.com/world/americas/brazils-bolsonaro-rallies-supporters-rio-2024-04-21/,Reuters,Former Brazilian President Jair Bolsonaro on Sunday rallied thousands of supporters in Rio de Janeiro in a bid to raise his political capital after losing a...,"Apr 21, 2024",2024-04-21
"Central banks of Turkey, Brazil sign cooperation deal",https://www.reuters.com/markets/deals/central-banks-turkey-brazil-sign-cooperation-deal-2024-04-20/,Reuters,Turkey's central bank said on Saturday it had signed a memorandum of understanding with Brazil's central bank to lay groundwork for enhanced cooperation.,"Apr 20, 2024",2024-04-20
Brazil's Petrobras could decide dividend payout at shareholders meeting April 25,https://www.reuters.com/business/energy/brazils-petrobras-could-decide-dividend-payout-shareholders-meeting-april-25-2024-04-20/,Reuters,Brazil's state-run oil firm Petrobras said that a proposal to disburse up to 50% of the extraordinary dividends withheld in March could be made during the...,"Apr 20, 2024",2024-04-20
Brazil’s Afrotourism Push Is Better Late Than Never,https://www.bloomberg.com/news/articles/2024-04-19/brazil-s-afrotourism-push-is-better-late-than-never,Bloomberg.com,Government-led support of Black heritage travel is a first in the country's history. It's a potential turning point for a more inclusive—and...,"Apr 19, 2024",2024-04-19
Brazil's Embraer delivers 25 jets in Q1; backlog hits 7-year high,https://www.reuters.com/business/aerospace-defense/brazils-embraer-delivers-25-jets-q1-backlog-hits-7-year-high-2024-04-19/,Reuters,"Brazilian planemaker Embraer said on Friday it delivered 25 aircraft - seven commercial planes and 18 executive jets - in the first quarter of 2024,...","Apr 19, 2024",2024-04-19
"Brazil's pet product retailers Petz, Cobasi sign merger memorandum",https://www.reuters.com/markets/deals/brazils-pet-product-retailers-petz-cobasi-sign-merger-memorandum-2024-04-19/,Reuters,Brazil's Petz said on Friday it had agreed to merge with rival Cobasi in a cash and share swap deal that would create the country's largest pet product...,"Apr 19, 2024",2024-04-19
